team,year,leag,o_fgm,o_fga,o_ftm,o_fta,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_3pm,o_3pa,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_3pm,d_3pa,d_pts,pace,won,lost
SEA,1988,N,3564,7478,1775,2379,1397,2238,3635,2083,2027,864,1403,494,293,0,9196,3437,7067,1915,2489,1188,2252,3440,1958,1881,670,1553,413,169,0,8958,103.0946,47,35
UTA,1988,N,3182,6595,2110,2742,1050,2607,3657,2108,1894,720,1532,583,114,0,8588,3113,7170,1765,2342,1220,2233,3453,1812,2086,779,1329,505,185,0,8176,100.2845,51,31
WA1,1988,N,3519,7591,1789,2318,1254,2354,3608,2048,2054,694,1291,325,52,0,8879,3486,7235,1929,2510,1132,2538,3670,2082,1921,655,1381,523,155,0,9056,104.1728,40,42
ATL,1989,N,3417,7019,1943,2544,1273,2187,3460,1820,1871,717,1270,353,124,0,8901,3438,6935,1760,2279,1151,2236,3387,2144,1961,672,1294,389,181,0,8817,98.00693,41,41
BOS,1989,N,3563,7148,1791,2153,1066,2707,3773,2423,1717,539,1256,455,106,0,9023,3438,7383,1648,2133,1046,2318,3364,2078,1845,736,1003,356,172,0,8696,100.1085,52,30
CHA,1989,N,3270,7183,1487,1967,962,2211,3173,2080,1889,778,1226,262,205,0,8232,3438,6922,1865,2380,1063,2723,3786,2066,1754,638,1376,384,132,0,8873,100.2949,19,63
CHI,1989,N,3531,7090,1665,2140,1075,2279,3354,2172,1906,814,1247,388,250,0,8977,3361,6819,1784,2392,1068,2296,3364,2110,1742,665,1411,383,204,0,8710,99.22753,55,27
CLE,1989,N,3214,6977,1637,2201,1128,2380,3508,2106,1666,645,1243,512,346,0,8411,3418,7135,1444,1898,1134,2451,3585,2137,1893,680,1294,379,156,0,8436,97.85245,42,40
DAL,1989,N,3246,6831,1735,2261,1042,2419,3461,1776,1733,664,1228,398,157,0,8384,3288,7013,1627,2161,1142,2398,3540,1961,1832,649,1236,388,175,0,8378,97.12187,47,35
DEN,1989,N,3716,8015,1737,2201,1169,2532,3701,2275,2047,814,1136,329,228,0,9397,3589,7334,1939,2517,1021,2846,3867,2073,1911,613,1514,462,164,0,9281,108.0928,43,39
DET,1989,N,3333,6980,1713,2252,1185,2458,3643,1996,1961,512,1233,418,177,0,8556,3043,6809,1785,2342,1040,2281,3321,1764,2072,606,1248,304,186,0,8057,97.10181,59,23
GSW,1989,N,3489,7208,2313,2858,915,2385,3300,1978,2010,756,1415,488,243,0,9534,3766,7885,1998,2633,1495,2594,4089,2331,2219,817,1422,430,261,0,9791,108.4018,37,45
HOU,1989,N,3483,7250,1633,2267,1217,2638,3855,2194,1934,809,1513,551,153,0,8752,3399,7322,1671,2256,1175,2460,3635,2010,1819,790,1428,392,163,0,8632,103.4161,41,41
IND,1989,N,3381,6807,1906,2335,940,2388,3328,2023,1972,552,1342,350,294,0,8962,3486,7225,1804,2395,1173,2297,3470,1945,2021,716,1189,321,173,0,8949,99.91121,42,40
LAC,1989,N,3319,6853,1815,2458,1056,2362,3418,1978,1859,782,1547,507,56,0,8509,3432,7207,1737,2251,1149,2367,3516,2092,1950,828,1364,429,186,0,8787,101.7652,30,52
LAL,1989,N,3434,7010,1902,2417,1097,2460,3557,2232,1737,655,1226,445,309,0,9079,3382,7247,1584,2111,1131,2243,3374,2009,1909,669,1200,426,175,0,8523,99.40425,63,19
MIA,1989,N,3383,7345,1393,2028,1242,2313,3555,1957,2123,736,1557,388,88,0,8247,3418,7010,2050,2716,1125,2467,3592,2076,1781,860,1473,477,158,0,9044,103.3813,18,64
MIL,1989,N,3380,7146,1722,2273,1108,2246,3354,2046,2086,826,1315,326,209,0,8691,3292,6871,1990,2570,1158,2405,3563,2023,1879,685,1506,444,181,0,8755,100.9491,44,38
MIN,1989,N,3067,6876,1596,2137,1196,2053,3249,1844,1901,789,1197,344,73,0,7803,3081,6391,1859,2420,1050,2322,3372,1880,1748,578,1366,489,129,0,8150,94.21722,22,60
NJN,1989,N,3157,7415,1754,2350,1363,2324,3687,1475,1952,774,1360,481,140,0,8208,3403,7020,1906,2491,1144,2590,3734,1871,1886,768,1419,478,141,0,8853,101.7596,17,65
NYK,1989,N,3434,7089,1775,2349,1187,2426,3613,2140,1828,714,1412,492,236,0,8879,3497,7430,1598,2100,1249,2285,3534,2126,1869,719,1287,418,171,0,8763,101.1705,45,37
ORL,1989,N,3457,7525,2060,2725,1304,2465,3769,1993,1975,617,1407,294,116,0,9090,3864,7757,1897,2502,1173,2569,3742,2333,2060,734,1216,556,196,0,9821,107.1437,18,64
PHI,1989,N,3437,7028,1976,2509,1111,2406,3517,1932,1697,687,1209,365,189,0,9039,3417,7117,1584,2054,1113,2356,3469,2155,1945,636,1234,380,212,0,8630,98.94734,53,29
PHO,1989,N,3544,7139,2159,2716,1053,2651,3704,2109,1825,668,1275,501,176,0,9423,3528,7588,1585,2163,1202,2335,3537,2125,2151,677,1254,395,200,0,8841,103.6376,54,28
POR,1989,N,3572,7547,2031,2734,1355,2552,3907,2085,2048,749,1356,364,190,0,9365,3351,7227,1917,2500,1055,2357,3412,2026,2086,667,1489,432,228,0,8847,105.8387,59,23
SAC,1989,N,3305,7056,1515,1964,952,2363,3315,2052,1863,546,1239,392,216,0,8341,3384,7158,1828,2324,1146,2531,3677,2022,1740,704,1168,391,160,0,8756,99.17701,23,59
SAS,1989,N,3388,6997,1888,2535,1163,2474,3637,2037,1854,799,1399,554,54,0,8718,3269,7090,1663,2169,1125,2241,3366,1967,1919,760,1420,416,231,0,8432,100.8574,56,26
SEA,1989,N,3466,7243,1606,2167,1323,2255,3578,1874,2064,701,1336,335,231,0,8769,3257,6704,1992,2533,1007,2204,3211,1862,1796,634,1303,406,178,0,8684,98.65894,41,41
UTA,1989,N,3330,6593,1874,2484,953,2501,3454,2212,2031,677,1410,491,226,0,8760,3164,6949,1865,2452,1100,2210,3310,1885,1910,736,1241,452,174,0,8367,98.58544,55,27
WA1,1989,N,3598,7581,1599,2093,1198,2450,3648,2214,1929,561,1201,424,37,0,8832,3511,7403,1845,2376,1198,2503,3701,1952,1780,644,1200,430,142,0,9009,102.4747,31,51
ATL,1990,N,3349,7223,2034,2544,1235,2420,3655,1864,1768,729,1231,374,271,0,9003,3568,7219,1587,2069,1080,2499,3579,2320,2034,688,1291,361,217,0,8940,100.8028,43,39
BOS,1990,N,3695,7214,1646,1997,1088,2697,3785,2160,1695,672,1320,565,109,0,9145,3419,7559,1639,2084,1192,2204,3396,2052,1660,738,1127,381,191,0,8668,101.1468,56,26
CHA,1990,N,3286,7033,1725,2214,1027,2200,3227,2019,1946,759,1290,304,131,0,8428,3408,6915,1884,2441,1151,2504,3665,2144,1841,675,1406,480,158,0,8858,99.80846,26,56
CHI,1990,N,3632,7125,1605,2111,1148,2342,3490,2212,1751,822,1184,438,155,0,9024,3267,6884,1554,2017,1062,2162,3224,2016,1826,633,1402,348,190,0,8278,97.91748,61,21
CLE,1990,N,3259,6857,1665,2176,1011,2329,3340,2240,1672,643,1281,450,160,0,8343,3459,7117,1464,1916,1097,2398,3495,2150,1895,710,1226,394,163,0,8545,97.74922,33,49
DAL,1990,N,3245,6890,1512,1986,984,2360,3344,1821,1840,581,1186,397,193,0,8195,3346,6945,1700,2296,1116,2489,3605,2025,1778,650,1147,400,178,0,8570,96.41113,28,54
DEN,1990,N,3901,8868,1726,2263,1520,2530,4050,2005,2235,856,1332,406,300,0,9828,4076,7962,2377,3068,1242,3067,4309,2492,1844,757,1527,525,194,0,10723,116.4799,20,62
DET,1990,N,3194,6875,1686,2211,1206,2452,3658,1825,1869,487,1181,367,131,0,8205,3053,6743,1674,2173,1002,2274,3276,1736,1987,581,1127,289,157,0,7937,94.56704,50,32
GSW,1990,N,3566,7346,2162,2761,1113,2306,3419,1954,2207,803,1359,378,270,0,9564,3544,7349,2121,2797,1292,2480,3772,2164,2206,726,1534,437,221,0,9430,106.5432,44,38
HOU,1990,N,3403,7287,1631,2200,1275,2508,3783,1906,1874,796,1402,409,316,0,8753,3337,7316,1609,2086,1242,2431,3673,1965,1786,711,1415,357,183,0,8466,101.4683,52,30
IND,1990,N,3450,6994,2010,2479,1018,2376,3394,2181,2088,658,1355,357,249,0,9159,3577,7299,1851,2490,1202,2313,3515,2063,2037,729,1260,353,186,0,9191,101.9852,41,41
LAC,1990,N,3391,7315,1596,2273,1246,2500,3746,2119,2043,725,1438,507,113,0,8491,3337,7151,1901,2529,1115,2494,3609,1982,1887,773,1316,491,199,0,8774,102.5746,31,51
LAL,1990,N,3343,6911,1805,2261,1078,2440,3518,2091,1524,642,1203,384,226,0,8717,3354,7262,1278,1700,1131,2187,3318,1998,1823,668,1175,334,178,0,8164,97.2135,58,24
MIA,1990,N,3280,7139,1649,2307,1232,2302,3534,1904,2080,756,1551,387,140,0,8349,3335,6974,1997,2603,1176,2364,3540,2006,1960,853,1466,502,173,0,8840,102.0338,24,58
MIL,1990,N,3337,6948,1796,2241,1079,2162,3241,2075,2033,894,1321,330,257,0,8727,3290,6775,1755,2312,1108,2315,3423,2023,1912,704,1531,461,189,0,8524,99.0658,48,34
MIN,1990,N,3265,7276,1531,2082,1275,2113,3388,1885,1864,712,1062,440,108,0,8169,3320,6778,1680,2219,1094,2379,3473,2142,1692,512,1238,511,171,0,8491,95.96001,29,53
NJN,1990,N,3311,7459,1658,2245,1400,2348,3748,1782,1954,748,1423,600,161,0,8441,3374,7206,1927,2493,1287,2527,3814,1737,1896,831,1452,540,136,0,8811,102.3681,26,56
NYK,1990,N,3308,6822,1654,2147,1053,2436,3489,2172,1764,638,1379,418,185,0,8455,3410,7162,1471,1903,1119,2336,3455,1999,1813,724,1239,368,183,0,8474,97.98203,39,43
ORL,1990,N,3298,7256,1818,2447,1233,2429,3662,1809,1976,602,1391,306,270,0,8684,3454,7232,1879,2451,1095,2500,3595,2118,1983,706,1215,654,223,0,9010,102.2678,31,51
PHI,1990,N,3289,6925,1868,2366,984,2496,3480,1824,1629,678,1230,479,195,0,8641,3536,7432,1388,1794,1156,2519,3675,2220,1862,691,1177,391,196,0,8656,99.44704,44,38
PHO,1990,N,3573,7199,2064,2680,1132,2598,3730,2209,1850,687,1302,535,138,0,9348,3462,7499,1705,2244,1195,2298,3493,1972,2059,682,1282,463,182,0,8811,103.4792,55,27
POR,1990,N,3577,7369,1912,2538,1202,2561,3763,2254,1975,724,1309,410,341,0,9407,3320,7275,1819,2341,1079,2354,3433,2048,2075,630,1397,352,236,0,8695,104.0485,63,19
SAC,1990,N,3086,6818,1540,2105,1027,2218,3245,1991,2075,631,1272,513,216,0,7928,3142,6687,2045,2686,1164,2543,3707,1912,1847,699,1312,448,155,0,8484,96.73724,25,57
SAS,1990,N,3409,6988,1883,2459,1131,2657,3788,2140,1896,670,1445,571,81,0,8782,3265,7289,1664,2187,1122,2270,3392,1928,2008,801,1260,437,218,0,8412,101.374,55,27
SEA,1990,N,3500,7117,1608,2143,1222,2173,3395,2042,1973,861,1404,380,136,0,8744,3285,6738,1866,2459,1107,2149,3256,1851,1820,729,1485,446,207,0,8643,99.35928,41,41
UTA,1990,N,3214,6537,1951,2472,867,2474,3341,2217,1796,652,1305,451,148,0,8527,3217,7011,1615,2090,1101,2278,3379,1858,1995,686,1254,409,205,0,8254,97.58483,54,28
WA1,1990,N,3390,7268,1478,2028,1173,2390,3563,2081,1927,588,1359,468,55,0,8313,3396,7280,1763,2288,1232,2473,3705,1861,1778,727,1254,492,166,0,8721,100.6597,30,52
ATL,1991,N,3492,7476,1517,2074,1288,2498,3786,2123,1771,793,1255,320,210,0,8711,3523,7342,1537,2006,1160,2545,3705,2168,1732,711,1253,393,251,0,8834,100.7694,38,44
BOS,1991,N,3543,7196,1549,1917,1095,2583,3678,2072,1686,636,1165,484,110,0,8745,3323,7293,1601,2084,1178,2333,3511,1923,1634,680,1114,414,201,0,8448,98.24457,51,31
CHA,1991,N,3613,7568,1637,2168,1164,2367,3531,2284,1819,822,1273,309,117,0,8980,3717,7495,1661,2241,1253,2581,3834,2366,1750,621,1392,524,205,0,9300,104.2613,31,51
CHI,1991,N,3643,7168,1587,2132,1173,2439,3612,2279,1693,672,1088,480,138,0,9011,3206,6970,1525,1985,1081,2171,3252,1841,1800,631,1288,352,218,0,8155,97.13275,67,15
CLE,1991,N,3427,7025,1819,2259,1041,2450,3491,2260,1556,616,1073,621,253,0,8926,3496,7435,1294,1683,1236,2376,3612,2156,1874,649,1150,417,193,0,8479,97.54977,57,25
DAL,1991,N,3120,7104,1499,1999,1194,2439,3633,1630,1867,536,1202,349,268,0,8007,3314,7051,1823,2368,1157,2631,3788,1936,1735,723,1054,456,183,0,8634,96.58881,22,60
DEN,1991,N,3262,7380,1526,2067,1350,2352,3702,1553,1984,773,1447,461,126,0,8176,3346,6967,1943,2513,1109,2530,3639,1811,1787,780,1393,593,186,0,8821,101.1925,24,58
DET,1991,N,3191,6867,1566,2108,1210,2421,3631,1899,1646,546,1212,357,165,0,8113,3157,6973,1421,1866,1115,2255,3370,1894,1916,642,1117,373,211,0,7946,94.23826,48,34
GSW,1991,N,3767,7427,1944,2606,1137,2376,3513,2064,2049,854,1353,375,254,0,9732,3616,7507,1923,2563,1324,2436,3760,2122,2021,794,1512,435,257,0,9412,106.4455,55,27
HOU,1991,N,3273,6894,1491,2020,1074,2432,3506,2058,1769,656,1378,571,329,0,8366,3391,7317,1529,1985,1232,2406,3638,2131,1673,743,1174,384,196,0,8507,98.02554,42,40
IND,1991,N,3498,7079,1868,2364,1083,2564,3647,2398,2137,705,1402,393,333,0,9197,3425,7312,1976,2627,1241,2325,3566,2165,1984,816,1247,386,216,0,9042,102.2129,40,42
LAC,1991,N,3347,7076,1601,2223,1132,2393,3525,2053,1873,824,1269,498,145,0,8440,3211,6997,1706,2249,1151,2445,3596,1784,1870,705,1396,432,224,0,8352,99.25533,45,37
LAL,1991,N,3183,6977,1744,2278,1156,2196,3352,1803,1543,756,1089,400,119,0,8229,3408,7095,1329,1744,1234,2384,3618,2173,1831,594,1256,389,174,0,8319,95.47192,43,39
MIA,1991,N,3256,7061,1839,2329,1187,2366,3553,1749,1819,670,1377,373,257,0,8608,3529,7157,1685,2242,1134,2415,3549,2070,1968,731,1316,447,210,0,8953,100.3345,38,44
MIL,1991,N,3321,7216,1596,2104,1297,2172,3469,2018,1904,863,1350,317,371,0,8609,3445,6911,1638,2195,1170,2319,3489,2118,1780,730,1420,473,221,0,8749,98.64419,31,51
MIN,1991,N,3366,7342,1379,1857,1167,2168,3335,2025,1866,619,1157,526,126,0,8237,3453,7116,1738,2337,1311,2534,3845,2088,1675,660,1215,574,171,0,8815,97.89355,15,67
NJN,1991,N,3473,7580,1471,2009,1512,2392,3904,1937,1834,736,1392,615,224,0,8641,3422,7175,1775,2318,1515,2055,3570,1789,1722,806,1343,484,161,0,8780,98.91809,40,42
NYK,1991,N,3312,6947,1503,2049,1185,2489,3674,2130,1905,634,1242,382,201,0,8328,3082,6727,1666,2172,1014,2241,3255,1778,1803,669,1249,396,179,0,8009,95.63244,51,31
ORL,1991,N,3220,7102,1693,2268,1171,2329,3500,1792,1977,643,1389,367,197,0,8330,3426,7045,1830,2437,1107,2445,3552,2095,1895,791,1271,534,215,0,8897,100.3222,21,61
PHI,1991,N,3187,6761,1757,2267,1058,2309,3367,1755,1582,692,1238,482,227,0,8358,3449,7145,1375,1772,1171,2365,3536,2226,1766,686,1184,454,189,0,8462,95.95228,35,47
PHO,1991,N,3553,7219,1861,2397,1088,2558,3646,2202,1852,673,1242,582,227,0,9194,3429,7477,1669,2207,1218,2345,3563,1909,1931,659,1258,493,180,0,8707,102.2354,53,29
POR,1991,N,3476,7352,1858,2463,1294,2549,3843,2065,1983,753,1328,410,325,0,9135,3249,7150,1797,2367,1097,2336,3433,1980,1957,688,1369,433,244,0,8539,102.3408,57,25
SAC,1991,N,3348,7189,1615,2162,1054,2354,3408,1957,1763,727,1360,618,238,0,8549,3557,7420,1728,2297,1311,2639,3950,2128,1816,816,1357,530,204,0,9046,102.2789,29,53
SAS,1991,N,3377,7090,1652,2246,1229,2552,3781,2010,1799,729,1308,608,118,0,8524,3211,7098,1587,2061,1103,2362,3465,1882,1810,753,1252,463,243,0,8252,98.58085,47,35
SEA,1991,N,3380,7128,1772,2263,1282,2257,3539,1877,1952,775,1323,448,205,0,8737,3263,6864,1848,2460,1122,2228,3350,1832,1850,697,1320,479,209,0,8583,98.569,47,35
UTA,1991,N,3379,6866,1961,2490,1097,2543,3640,2188,1746,715,1264,448,158,0,8877,3292,7178,1535,2056,1146,2255,3401,1925,1958,646,1205,458,234,0,8353,98.33401,55,27
WA1,1991,N,3364,7301,1521,1956,1069,2345,3414,2011,1852,713,1254,422,146,0,8395,3431,7174,1687,2240,1197,2636,3833,1902,1689,710,1325,450,212,0,8761,100.534,25,57
ATL,1992,N,3392,7272,1648,2221,1290,2344,3634,2084,1807,806,1339,278,382,0,8814,3509,7074,1586,2092,1080,2413,3493,2189,1881,735,1363,363,281,0,8885,100.1803,43,39
BOS,1992,N,3453,7093,1486,1912,1076,2436,3512,1999,1862,647,1174,458,110,0,8502,3232,6980,1749,2269,1094,2378,3472,1971,1676,637,1181,386,216,0,8429,97.29086,48,34
CHA,1992,N,3512,7210,1831,2374,1095,2508,3603,2161,1790,639,1325,473,175,0,9030,3634,7698,1548,2080,1350,2403,3753,2277,1923,599,1245,438,234,0,9050,102.7008,44,38
CHI,1992,N,3475,7205,1431,1952,1290,2283,3573,2133,1804,783,1103,410,244,0,8625,3139,6622,1584,2033,1039,2265,3304,1918,1731,595,1372,357,247,0,8109,95.04716,57,25
CLE,1992,N,3425,6887,1699,2119,929,2496,3425,2349,1580,615,1120,536,283,0,8832,3370,7229,1334,1742,1115,2379,3494,2109,1828,610,1203,365,229,0,8303,97.26789,54,28
DAL,1992,N,3164,7271,1530,2171,1234,2265,3499,1683,2302,649,1459,355,283,0,8141,3401,6783,2351,3071,1063,2740,3803,2047,1861,802,1273,520,234,0,9387,101.5085,11,71
DEN,1992,N,3352,7282,1784,2360,1266,2564,3830,1735,2039,651,1413,565,138,0,8626,3324,7214,1899,2517,1159,2505,3664,1890,1983,750,1340,503,222,0,8769,102.5625,36,46
DET,1992,N,3267,7211,1426,1957,1293,2316,3608,1941,1747,580,1152,249,292,0,8252,3321,6906,1463,1987,1099,2442,3541,2048,1804,623,1219,363,261,0,8366,95.68152,40,42
GSW,1992,N,3474,7212,1768,2465,1219,2384,3603,2010,2056,693,1451,383,298,0,9014,3471,7197,1881,2492,1174,2345,3519,2098,1993,824,1350,457,272,0,9095,102.7329,34,48
HOU,1992,N,3280,6744,1584,2090,985,2532,3517,2115,1699,682,1295,543,387,0,8531,3255,7129,1432,1877,1167,2295,3462,1965,1793,717,1228,327,242,0,8184,96.63716,55,27
IND,1992,N,3371,7022,1837,2399,1220,2455,3675,2144,2045,615,1256,403,257,0,8836,3262,6955,1957,2635,1189,2345,3534,1987,1979,693,1178,387,216,0,8697,98.012,41,41
LAC,1992,N,3544,7329,1562,2177,1183,2360,3543,2242,1920,847,1338,491,133,0,8783,3311,7051,1857,2434,1179,2437,3616,1970,1772,765,1445,453,275,0,8754,101.7161,41,41
LAL,1992,N,3309,6994,1741,2304,1103,2288,3391,2013,1778,782,1266,431,187,0,8546,3438,7116,1529,2050,1158,2411,3569,2130,1872,686,1334,384,245,0,8650,98.90527,39,43
MIA,1992,N,3127,6850,1908,2476,1134,2384,3518,1688,2011,609,1287,350,333,0,8495,3232,6791,1860,2416,1032,2424,3456,1965,2053,656,1304,426,265,0,8589,98.02119,36,46
MIL,1992,N,3268,6924,1544,2081,1050,2113,3163,2084,1978,863,1363,393,312,0,8392,3303,6843,1823,2437,1269,2398,3667,2087,1810,773,1476,456,269,0,8698,98.3623,28,54
MIN,1992,N,3043,6529,1794,2247,940,2204,3144,2001,2028,649,1422,455,166,0,8046,3323,6814,1830,2413,1122,2331,3453,2144,1875,734,1231,494,208,0,8684,96.60646,19,63
NJN,1992,N,3272,7084,1732,2258,1291,2506,3797,1872,1892,693,1355,526,155,0,8431,3231,6945,1665,2248,1102,2345,3447,1786,1881,780,1304,416,201,0,8328,98.37874,43,39
NYK,1992,N,3209,6898,1717,2316,1150,2660,3810,2125,2111,680,1296,372,193,0,8328,2822,6621,1949,2582,1031,2325,3356,1658,2010,657,1360,384,230,0,7823,97.60199,60,22
ORL,1992,N,3257,6708,1821,2495,1040,2566,3606,1952,1925,542,1429,467,317,0,8652,3307,7255,1682,2306,1166,2271,3437,2091,1975,715,1119,401,248,0,8544,99.22366,41,41
PHI,1992,N,3225,7075,1776,2259,1031,2431,3462,2038,1604,672,1362,566,330,0,8556,3666,7548,1417,1878,1258,2634,3892,2406,1790,781,1290,491,280,0,9029,101.5737,26,56
PHO,1992,N,3494,7093,1912,2539,1141,2510,3651,2087,1739,752,1359,455,398,0,9298,3500,7307,1502,2078,1118,2316,3434,2107,2041,708,1328,512,250,0,8752,101.8953,62,20
POR,1992,N,3361,7343,1901,2551,1226,2507,3733,1969,1892,770,1215,425,275,0,8898,3337,7125,1692,2226,1022,2527,3549,2059,2089,649,1404,452,277,0,8643,102.3872,51,31
SAC,1992,N,3360,7264,1865,2447,1137,2281,3418,2075,2085,768,1364,348,262,0,8847,3420,7024,2054,2711,1138,2562,3700,2073,2010,767,1466,551,213,0,9107,103.4246,25,57
SAS,1992,N,3311,6762,1794,2346,919,2542,3461,2012,1844,582,1227,514,236,0,8652,3290,7177,1583,2051,1082,2388,3470,1905,1998,655,1131,373,270,0,8433,98.09492,49,33
SEA,1992,N,3473,7140,1720,2259,1222,2254,3476,1906,1971,944,1267,409,218,0,8884,3143,6707,1746,2299,1075,2220,3295,1835,1853,655,1516,406,272,0,8304,98.74669,55,27
UTA,1992,N,3336,6828,1907,2491,1041,2463,3504,2177,1965,746,1270,344,130,0,8709,3258,6970,1743,2343,1120,2314,3434,1928,1970,648,1291,468,272,0,8531,98.66473,47,35
WA1,1992,N,3302,7065,1575,2107,1031,2317,3348,2110,1795,673,1323,359,174,0,8353,3557,7214,1577,2106,1135,2555,3690,2062,1818,718,1279,425,239,0,8930,100.138,22,60
ATL,1993,N,3247,7039,1556,2070,1250,2423,3673,2056,1625,915,1252,449,268,0,8318,3163,6954,1285,1732,1157,2358,3515,1897,1722,641,1465,338,275,0,7886,96.55496,57,25
BOS,1993,N,3333,7057,1463,2003,1037,2380,3417,1928,1849,674,1242,440,138,0,8267,3357,7034,1673,2218,1131,2508,3639,2089,1738,690,1273,414,231,0,8618,98.48512,32,50
CHA,1993,N,3382,7100,1632,2135,1019,2475,3494,2214,1747,724,1266,394,336,0,8732,3463,7359,1507,2036,1217,2467,3684,2116,1761,629,1260,430,317,0,8750,100.2318,41,41
CHI,1993,N,3245,6815,1310,1859,1143,2391,3534,2102,1750,740,1306,354,233,0,8033,3029,6542,1470,1987,985,2240,3225,1840,1725,730,1335,374,252,0,7780,94.05501,55,27
CLE,1993,N,3133,6731,1736,2254,1090,2353,3443,2049,1701,705,1136,426,294,0,8296,3131,6741,1446,1967,1059,2335,3394,2006,1797,628,1293,461,258,0,7966,94.33907,47,35
DAL,1993,N,3055,7070,1450,1942,1271,2150,3421,1629,2007,767,1393,299,241,0,7801,3212,6508,1841,2498,1101,2503,3604,1970,1649,782,1428,507,249,0,8514,96.58349,13,69
DEN,1993,N,3156,6781,1739,2423,1105,2557,3662,1763,1926,679,1422,686,170,0,8221,3065,7000,1761,2349,1118,2331,3449,1745,1957,725,1245,502,208,0,8099,98.66304,42,40
DET,1993,N,3169,7017,1253,1715,1027,2320,3347,1767,1935,602,1236,309,358,0,7949,3255,6878,1805,2451,1191,2590,3781,2097,1602,721,1169,368,272,0,8587,96.18726,20,62
GSW,1993,N,3512,7145,1529,2304,1183,2396,3579,2198,1789,804,1433,511,291,0,8844,3428,7332,1540,2108,1324,2408,3732,2184,1870,842,1426,408,305,0,8701,101.3562,50,32
HOU,1993,N,3197,6733,1469,1978,926,2619,3545,2087,1646,717,1338,485,429,0,8292,3152,7166,1377,1871,1138,2434,3572,1901,1743,767,1221,312,257,0,7938,97.22993,58,24
IND,1993,N,3167,6516,1762,2387,1130,2409,3539,2055,1974,706,1440,457,184,0,8280,2978,6614,1768,2422,1132,2153,3285,1902,1986,826,1340,389,273,0,7997,95.27416,47,35
LAC,1993,N,3343,7163,1509,2128,1120,2410,3530,2169,1769,807,1474,421,252,0,8447,3512,7421,1584,2209,1348,2568,3916,2220,1788,898,1364,476,308,0,8916,101.9122,27,55
LAL,1993,N,3291,7316,1410,1967,1260,2204,3464,1983,1877,751,1197,461,241,0,8233,3337,7008,1683,2346,1284,2533,3817,2163,1659,664,1344,427,228,0,8585,98.02264,33,49
MIA,1993,N,3197,6896,1744,2223,1235,2407,3642,1856,2024,643,1315,374,337,0,8475,3036,6641,1889,2527,1074,2266,3340,1821,1946,689,1314,438,295,0,8256,96.38042,42,40
MIL,1993,N,3044,6807,1530,2181,1126,2154,3280,1946,1821,800,1343,407,331,0,7949,3255,6625,1684,2284,1086,2495,3581,2092,1777,768,1416,420,286,0,8480,96.35987,20,62
MIN,1993,N,2985,6535,1777,2303,990,2343,3333,1967,2016,600,1478,440,183,0,7930,3244,6874,1783,2451,1102,2296,3398,2108,1855,824,1164,549,227,0,8498,97.00752,20,62
NJN,1993,N,3169,7115,1900,2495,1300,2556,3856,1900,1693,696,1196,576,223,0,8461,3266,7125,1514,2038,1142,2528,3670,1919,1901,715,1248,582,235,0,8281,98.13022,45,37
NYK,1993,N,3098,6735,1564,2097,1175,2542,3717,2067,2001,752,1360,385,316,0,8076,2783,6451,1684,2341,1016,2245,3261,1677,1897,677,1420,333,253,0,7503,95.05514,57,25
ORL,1993,N,3341,6883,1590,2346,1177,2356,3533,2070,1713,683,1327,456,394,0,8666,3263,7125,1525,2047,1197,2305,3502,2103,1844,756,1228,442,296,0,8347,97.4376,50,32
PHI,1993,N,3103,6819,1509,2112,1012,2394,3406,1827,1488,663,1368,525,318,0,8033,3549,7338,1297,1744,1202,2607,3809,2357,1729,806,1190,385,263,0,8658,97.89524,25,57
PHO,1993,N,3429,7080,1674,2301,1220,2453,3673,2261,1639,745,1305,460,344,0,8876,3379,7135,1438,1998,1086,2247,3333,2154,1870,748,1254,437,283,0,8479,98.87385,56,26
POR,1993,N,3371,7427,1781,2396,1302,2460,3762,2070,1827,744,1210,409,272,0,8795,3311,7057,1661,2216,1016,2481,3497,2094,1944,654,1391,393,296,0,8579,101.5133,47,35
SAC,1993,N,3179,7027,1676,2292,1122,2349,3471,2029,1979,669,1333,355,257,0,8291,3360,7017,1767,2448,1189,2574,3763,2052,1895,746,1341,498,277,0,8764,99.67792,28,54
SAS,1993,N,3178,6688,1597,2151,1189,2597,3786,1896,1662,561,1198,450,249,0,8202,3066,6880,1349,1875,1089,2153,3242,1769,1791,632,1020,346,290,0,7771,92.34583,55,27
SEA,1993,N,3338,6901,1769,2374,1148,2233,3381,2112,1914,1053,1262,365,242,0,8687,2928,6459,1760,2374,1084,2191,3275,1808,1884,686,1666,421,326,0,7942,97.57782,63,19
UTA,1993,N,3207,6729,1761,2379,1059,2385,3444,2179,1988,751,1191,364,179,0,8354,2973,6641,1773,2444,1100,2327,3427,1806,1922,593,1318,459,289,0,8008,95.74654,53,29
WA1,1993,N,3195,6826,1618,2162,1071,2189,3260,1823,1715,701,1403,321,221,0,8229,3569,7026,1444,1996,1119,2632,3481,2113,1823,815,1291,470,252,0,8834,97.82198,24,58
