team,year,leag,o_fgm,o_fga,o_ftm,o_fta,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_3pm,o_3pa,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_3pm,d_3pa,d_pts,pace,won,lost
ATL,1994,N,2986,6680,1410,1948,1104,2272,3376,1757,1804,738,1221,412,539,0,7921,3001,6485,1394,1919,1051,2391,3442,1733,1815,608,1359,320,420,0,7816,92.41859,42,40
BOS,1994,N,3179,6847,1708,2268,1156,2320,3476,1783,1975,612,1305,361,362,0,8428,3303,6820,1601,2225,1064,2335,3399,1999,1922,653,1232,454,375,0,8582,96.46455,35,47
CHA,1994,N,3051,6438,1587,2042,832,2395,3227,2072,1685,620,1224,399,560,0,8249,3088,6807,1375,1859,1102,2365,3467,1898,1859,535,1216,368,429,0,7980,93.48206,50,32
CHI,1994,N,3191,6710,1500,2065,1106,2294,3400,1970,1962,797,1297,352,443,0,8325,2923,6399,1682,2280,1068,2252,3320,1713,1892,687,1485,369,401,0,7929,94.45728,47,35
CLE,1994,N,2756,6255,1507,1982,1045,2237,3282,1672,1694,630,1176,349,398,0,7417,2803,6083,1364,1801,851,2246,3097,1812,1770,556,1213,433,396,0,7366,87.60797,43,39
DAL,1994,N,3227,7342,1622,2210,1514,2433,3947,1941,1811,579,1345,348,386,0,8462,3407,6982,1454,1981,1053,2379,3432,1991,1925,722,1250,502,432,0,8700,97.88557,36,46
DEN,1994,N,3098,6461,1700,2305,1040,2402,3442,1836,2063,660,1381,585,413,0,8309,3050,6695,1721,2296,1021,2207,3228,1784,1956,640,1167,460,419,0,8240,94.69082,41,41
DET,1994,N,3060,6633,1439,1941,958,2204,3162,1872,2151,705,1318,420,494,0,8053,3120,6558,1963,2720,1147,2432,3579,2013,1746,693,1286,439,448,0,8651,95.13443,28,54
GSW,1994,N,3217,6873,1687,2395,1101,2371,3472,2017,1804,649,1497,391,546,0,8667,3527,7233,1565,2175,1196,2527,3723,2345,2133,865,1326,412,492,0,9111,100.5857,26,56
HOU,1994,N,3159,6579,1527,2039,880,2440,3320,2060,1714,721,1322,514,646,0,8491,3202,7061,1407,1874,1165,2386,3551,1940,1779,744,1274,365,506,0,8317,96.17324,47,35
IND,1994,N,2983,6248,1796,2390,1051,2290,3341,1877,1939,703,1340,363,374,0,8136,2921,6408,1516,2089,1048,2156,3204,1804,2058,691,1370,416,475,0,7833,92.09392,52,30
LAC,1994,N,3060,6888,1476,2079,1064,2076,3140,1805,2152,787,1334,435,331,0,7927,3207,6470,1876,2503,1083,2536,3619,1917,1905,693,1506,459,388,0,8678,97.10616,17,65
LAL,1994,N,3284,7088,1523,2072,1126,2316,3442,2078,1933,750,1243,563,525,0,8616,3299,7050,1580,2233,1283,2474,3757,2203,1807,644,1390,489,456,0,8634,98.24916,48,34
MIA,1994,N,3144,6738,1569,2133,1092,2272,3364,1779,2000,662,1291,298,436,0,8293,3092,6566,1732,2340,1036,2355,3391,1860,1896,656,1332,385,511,0,8427,95.29327,32,50
MIL,1994,N,3022,6586,1608,2259,1063,2187,3250,1737,1858,674,1393,359,494,0,8146,3248,6589,1517,2081,1014,2337,3351,2103,1973,770,1359,407,491,0,8504,95.24781,34,48
MIN,1994,N,2792,6219,1824,2355,883,2090,2973,1780,2074,609,1400,402,318,0,7726,3088,6509,1820,2491,1169,2305,3474,2069,1982,703,1323,512,468,0,8464,93.86765,21,61
NJN,1994,N,2939,6738,1750,2305,1213,2569,3782,1884,1844,544,1300,548,414,0,8042,3182,6904,1495,2073,1056,2435,3491,1826,1911,733,1104,440,440,0,8299,94.90767,30,52
NYK,1994,N,2985,6394,1552,2114,929,2473,3402,2055,2102,591,1305,387,532,0,8054,2800,6410,1802,2449,1021,2317,3338,1584,1907,639,1264,324,397,0,7799,93.26013,55,27
ORL,1994,N,3460,6899,1648,2465,1149,2457,3606,2281,1726,672,1297,488,523,0,9091,3242,7093,1560,2106,1136,2226,3362,1986,1954,700,1234,367,468,0,8512,98.2071,57,25
PHI,1994,N,2949,6577,1567,2125,1105,2230,3335,1566,1835,643,1355,576,355,0,7820,3100,6663,1569,2057,1143,2317,3460,1992,1859,712,1299,422,467,0,8236,93.59471,24,58
PHO,1994,N,3356,6967,1777,2352,1027,2403,3430,2198,1839,687,1167,312,584,0,9073,3320,6963,1590,2138,1038,2431,3469,2149,2026,658,1285,391,525,0,8755,98.46915,59,23
POR,1994,N,3217,7134,1555,2230,1352,2443,3795,1846,2024,668,1212,467,462,0,8451,2951,6465,1794,2380,883,2295,3178,1789,1938,638,1302,405,442,0,8138,96.13504,44,38
SAC,1994,N,3025,6463,1647,2317,1073,2325,3398,1824,2040,650,1449,457,359,0,8056,2964,6549,1833,2473,1145,2268,3413,1820,2033,756,1348,515,377,0,8138,94.87914,39,43
SAS,1994,N,3236,6687,1836,2487,1029,2661,3690,1919,1871,656,1246,456,434,0,8742,3168,6974,1491,2089,1017,2303,3320,1878,2063,633,1182,408,426,0,8253,97.04185,62,20
SEA,1994,N,3310,6741,1944,2564,1068,2337,3405,2115,2067,917,1295,392,491,0,9055,3008,6637,1848,2514,1064,2207,3271,1849,2024,652,1485,493,520,0,8384,98.27406,57,25
UTA,1994,N,3243,6339,1939,2483,874,2412,3286,2256,2045,758,1289,392,301,0,8726,2845,6282,1835,2477,917,2125,3042,1713,2053,648,1353,429,546,0,8071,94.61201,60,22
WA1,1994,N,3176,6899,1457,2013,1044,2219,3263,1749,1949,648,1301,404,433,0,8242,3246,6768,1771,2315,1107,2161,3628,1959,1775,701,1359,446,438,0,8701,97.18618,21,61
ATL,1995,N,2985,6665,1523,2012,1182,2148,3330,1609,1714,771,1228,319,566,0,8059,3044,6419,1392,1865,1054,2292,3346,1841,1807,580,1405,338,479,0,7959,91.78641,46,36
BOS,1995,N,3163,6942,1630,2284,1050,2427,3477,1792,2041,653,1302,406,539,0,8495,3296,6856,1767,2366,1040,2590,3630,1916,1965,667,1314,489,415,0,8774,98.93694,33,49
CHA,1995,N,3108,6618,1631,2119,987,2256,3243,1907,1815,582,1241,277,584,0,8431,3254,6651,1440,1957,953,2358,3311,2049,1829,536,1215,368,530,0,8478,94.15292,41,41
CHI,1995,N,3293,6892,1495,2004,1247,2411,3658,2033,1807,745,1175,345,544,0,8625,2880,6428,1424,1985,981,2136,3117,1592,1856,595,1405,312,437,0,7621,93.23862,72,10
CLE,1995,N,2761,5998,1355,1775,867,2055,2922,1818,1685,674,1073,340,596,0,7473,2674,5787,1400,1844,874,2167,3041,1818,1667,504,1282,336,513,0,7261,84.56093,47,35
DAL,1995,N,3124,7431,1426,1975,1408,2379,3787,1913,1836,642,1270,342,735,0,8409,3403,6921,1535,2097,1087,2726,3813,1978,1841,702,1348,531,470,0,8811,98.3125,26,56
DEN,1995,N,3001,6657,1614,2173,1057,2487,3544,1851,1882,521,1265,597,397,0,8013,3091,6741,1600,2105,934,2385,3319,1875,1899,617,1130,418,453,0,8235,94.79284,35,47
DET,1995,N,2810,6122,1657,2206,884,2440,3324,1610,1953,506,1215,352,545,0,7822,2827,6375,1458,2039,964,2268,3232,1729,1887,556,1153,385,505,0,7617,89.9607,46,36
GSW,1995,N,3056,6700,1775,2340,1173,2285,3458,1889,1835,706,1343,470,447,0,8334,3206,6753,1564,2097,1114,2292,3406,2098,1959,698,1375,385,477,0,8453,95.71125,36,46
HOU,1995,N,3078,6638,1611,2106,919,2455,3374,1982,1753,645,1245,476,637,0,8404,3178,6910,1423,2012,1126,2499,3625,1945,1847,670,1224,400,482,0,8261,95.3948,48,34
IND,1995,N,2979,6205,1823,2416,1010,2262,3272,1917,2031,579,1335,323,363,0,8144,2841,6291,1703,2302,1004,2051,3055,1726,2041,663,1259,420,493,0,7878,91.57512,52,30
LAC,1995,N,3126,6618,1392,1984,979,2190,3169,1672,2008,703,1355,411,509,0,8153,3090,6471,1824,2444,1034,2362,3396,1658,1860,689,1357,401,444,0,8448,95.10712,29,53
LAL,1995,N,3216,6706,1529,2049,995,2303,3298,2080,1702,722,1163,516,477,0,8438,3118,6806,1395,1891,1146,2316,3462,2006,1806,588,1334,483,442,0,8073,94.29289,53,29
MIA,1995,N,2902,6348,1553,2187,999,2495,3494,1752,2158,574,1394,439,552,0,7909,2734,6303,1878,2498,982,2315,3297,1645,2031,662,1288,403,446,0,7792,93.15545,42,40
MIL,1995,N,3034,6490,1412,1914,973,2164,3137,1755,1943,582,1295,307,357,0,7837,3084,6421,1590,2193,998,2305,3303,1940,1752,648,1212,373,514,0,8272,92.19255,25,57
MIN,1995,N,2974,6481,1797,2314,985,2271,3256,1867,1994,650,1426,481,279,0,8024,3086,6586,1761,2368,1036,2317,3353,1966,1940,725,1343,498,530,0,8463,95.94575,26,56
NJN,1995,N,2881,6750,1672,2244,1350,2503,3853,1752,1880,627,1375,571,250,0,7684,3006,6625,1476,1994,1028,2355,3383,1876,1925,665,1270,516,543,0,8031,93.71946,30,52
NYK,1995,N,3003,6382,1480,1954,829,2449,3278,1822,1864,645,1272,377,485,0,7971,2859,6471,1621,2191,995,2425,3420,1671,1762,653,1293,281,442,0,7781,93.18204,47,35
ORL,1995,N,3203,6640,1543,2232,966,2401,3367,2080,1709,663,1160,406,622,0,8571,3060,6736,1499,2037,1087,2365,3452,1869,1827,644,1238,324,496,0,8115,94.27936,60,22
PHI,1995,N,2796,6418,1662,2263,1031,2161,3192,1629,1777,643,1414,420,492,0,7746,3284,6796,1472,1986,1164,2478,3642,2109,1912,723,1288,469,526,0,8566,94.22617,18,64
PHO,1995,N,3159,6673,1907,2472,1009,2501,3510,2001,1776,623,1207,331,327,0,8552,3217,6837,1540,2083,1003,2382,3385,2088,2011,586,1191,420,551,0,8525,96.09757,41,41
POR,1995,N,3064,6688,1537,2321,1160,2577,3737,1760,1859,594,1377,417,480,0,8145,2953,6677,1574,2127,932,2316,3248,1817,1996,708,1192,409,472,0,7952,95.48666,44,38
SAC,1995,N,2971,6494,1759,2407,1114,2345,3459,1829,2131,643,1442,436,462,0,8163,2987,6461,1950,2596,1056,2312,3368,1805,2006,767,1356,505,461,0,8385,95.39722,39,43
SAS,1995,N,3148,6602,1663,2261,937,2586,3523,2044,1820,645,1195,536,518,0,8477,3017,6866,1485,2034,1109,2473,3582,1849,1972,604,1257,428,441,0,7960,95.2732,59,23
SEA,1995,N,3074,6401,1843,2424,954,2449,3403,1999,1967,882,1441,393,581,0,8572,2873,6553,1654,2309,1074,2255,3329,1776,2010,758,1517,391,533,0,7933,96.4984,64,18
TOR,1995,N,3084,6598,1412,1953,1071,2213,3284,1927,1987,745,1544,493,414,0,7994,3146,6624,1799,2416,1098,2274,3372,1990,1739,766,1326,482,519,0,8610,95.76613,21,61
UTA,1995,N,3129,6417,1769,2302,993,2373,3366,2139,2046,667,1215,418,377,0,8404,2747,6174,1820,2422,936,2149,3085,1640,1983,584,1284,409,550,0,7864,92.1048,55,27
VAN,1995,N,2772,6483,1446,1998,957,2170,3127,1706,1852,728,1347,333,372,0,7362,3080,6486,1561,2129,1102,2550,3652,1988,1785,698,1423,474,459,0,8180,93.65395,15,67
WA1,1995,N,3202,6618,1511,2076,930,2327,3257,1815,1981,592,1327,506,493,0,8408,3061,6650,1822,2378,1105,2370,3475,1690,1891,696,1362,390,377,0,8321,95.98612,39,43
ATL,1996,N,2812,6307,1491,1955,1021,2350,3371,1557,1591,701,1228,427,659,0,7774,2804,6451,1235,1676,1045,2225,3270,1665,1747,605,1267,332,485,0,7328,89.35535,56,26
BOS,1996,N,3066,6967,1649,2199,1095,2188,3283,1792,1915,810,1342,315,467,0,8248,3365,6696,1626,2257,1005,2628,3633,2130,1827,720,1446,557,493,0,8849,98.58423,15,67
CHA,1996,N,2988,6342,1541,1984,910,2298,3208,2021,1702,597,1203,349,591,0,8108,3056,6650,1356,1857,1077,2256,3333,1783,1781,532,1143,335,487,0,7955,90.90498,54,28
CHI,1996,N,3277,6923,1381,1848,1235,2461,3696,2142,1617,716,1109,332,523,0,8458,2898,6653,1305,1770,1088,2205,3293,1619,1732,624,1293,286,471,0,7572,92.14928,69,13
CLE,1996,N,2704,5972,1282,1773,909,2159,3068,1714,1882,655,1188,315,483,0,7173,2488,5638,1587,2138,845,2186,3031,1647,1748,549,1331,350,459,0,7022,85.19239,42,40
DAL,1996,N,2813,6452,1375,1918,1040,2262,3302,1663,1798,654,1324,351,430,0,7431,2966,6469,1482,1974,1098,2428,3526,1794,1720,687,1284,433,538,0,7952,91.28236,24,58
DEN,1996,N,2934,6687,1516,1992,994,2452,3446,1889,1784,503,1359,487,636,0,8020,3297,7063,1457,1943,1086,2459,3545,1846,1725,724,1057,453,484,0,8535,95.59715,21,61
DET,1996,N,2827,6095,1487,1995,858,2292,3150,1554,1652,632,1041,283,582,0,7723,2768,6231,1229,1668,964,2264,3228,1795,1784,488,1195,282,528,0,7293,86.73888,54,28
GSW,1996,N,2997,6567,1696,2180,1086,2259,3345,1822,1787,611,1410,359,481,0,8171,3199,6735,1578,2103,1089,2272,3361,2159,1886,824,1288,395,581,0,8557,94.94514,30,52
HOU,1996,N,3037,6484,1503,1992,927,2565,3492,2013,1610,685,1365,347,671,0,8248,3030,6845,1302,1785,1029,2332,3361,1835,1735,731,1172,365,519,0,7881,94.11327,57,25
IND,1996,N,2851,6254,1687,2336,1029,2390,3419,1750,1977,585,1338,394,430,0,7819,2799,6357,1642,2182,1004,2261,3265,1737,1952,693,1289,418,499,0,7739,91.82291,39,43
LAC,1996,N,2989,6696,1517,2074,1092,2242,3334,1662,1964,733,1311,441,474,0,7969,2975,6445,1732,2312,1051,2450,3501,1654,1860,737,1369,419,480,0,8162,94.3306,36,46
LAL,1996,N,3018,6642,1613,2330,1092,2414,3506,1845,1818,740,1222,575,551,0,8200,2922,6619,1527,2126,1110,2368,3478,1880,1934,620,1341,388,479,0,7850,94.17831,56,26
MIA,1996,N,2822,6235,1454,2022,957,2402,3359,1735,1919,650,1306,439,678,0,7776,2687,6226,1541,2108,999,2321,3320,1512,1831,646,1324,392,411,0,7326,90.36805,61,21
MIL,1996,N,2967,6303,1560,2104,955,2263,3218,1610,1892,632,1285,348,324,0,7818,2999,6355,1606,2197,975,2257,3232,1820,1777,688,1201,392,369,0,7973,91.30025,33,49
MIN,1996,N,2937,6436,1637,2180,957,2302,3259,1874,1818,618,1243,557,371,0,7882,2945,6539,1646,2184,1069,2364,3433,1785,1829,654,1283,445,467,0,8003,93.04521,40,42
NJN,1996,N,2994,7091,1502,2031,1410,2376,3786,1726,1865,677,1290,481,484,0,7974,3100,6684,1628,2185,1065,2464,3529,1925,1780,675,1257,516,520,0,8348,94.89993,26,56
NYK,1996,N,2882,6227,1585,2119,973,2516,3489,1809,2033,629,1462,378,470,0,7819,2665,6272,1752,2389,911,2220,3131,1589,1882,727,1333,295,481,0,7563,93.0353,57,25
ORL,1996,N,2839,6497,1474,1975,1071,2221,3292,1689,1643,694,1250,363,567,0,7719,2966,6450,1361,1860,1080,2398,3478,1798,1769,704,1314,417,455,0,7748,90.94342,45,37
PHI,1996,N,3003,6850,1776,2450,1267,2355,3622,1695,1733,683,1437,394,433,0,8215,3314,7045,1565,2134,1186,2453,3639,2066,2008,822,1278,494,558,0,8751,97.75212,22,60
PHO,1996,N,3143,6705,1618,2125,916,2376,3292,2067,1727,664,1180,322,527,0,8431,3183,6818,1466,1984,1048,2461,3509,1996,1840,662,1298,372,545,0,8377,95.76371,40,42
POR,1996,N,3000,6465,1613,2261,1058,2494,3552,1710,1928,640,1357,435,501,0,8114,2798,6423,1719,2327,952,2197,3149,1703,1887,656,1242,428,457,0,7772,93.65298,49,33
SAC,1996,N,3000,6611,1494,2067,1100,2307,3407,1799,1946,588,1332,362,414,0,7908,3010,6521,1723,2337,1063,2341,3404,1777,1789,716,1257,429,442,0,8185,93.65322,34,48
SAS,1996,N,2827,6391,1386,1929,1101,2129,3230,1661,1764,646,1243,431,378,0,7418,3002,6379,1508,2042,1048,2302,3350,1955,1646,664,1180,448,552,0,8064,89.39524,20,62
SEA,1996,N,2995,6415,1725,2295,1010,2271,3281,1931,1803,904,1231,388,559,0,8274,2759,6259,1513,2042,1015,2256,3271,1751,1927,634,1535,423,613,0,7644,92.61079,57,25
TOR,1996,N,2897,6632,1446,2008,1135,2254,3389,1714,1883,722,1347,517,589,0,7829,2971,6390,1646,2274,1033,2352,3385,1967,1799,675,1338,442,497,0,8085,93.21395,30,52
UTA,1996,N,3131,6217,1858,2416,889,2410,3299,2199,1981,748,1259,418,334,0,8454,2708,6188,1796,2395,957,2101,3058,1593,2045,639,1330,373,521,0,7733,92.25758,64,18
VAN,1996,N,2819,6453,1230,1734,1023,2155,3178,1862,1755,657,1301,464,445,0,7313,3092,6556,1468,2018,1206,2426,3632,1974,1593,725,1251,461,500,0,8152,90.55347,14,68
WA1,1996,N,3208,6678,1400,1979,1010,2420,3430,1921,1815,712,1289,402,331,0,8147,3011,6637,1500,2004,1022,2336,3358,1671,1769,665,1356,334,492,0,8014,94.76987,44,38
ATL,1997,N,2887,6352,1749,2314,1105,2418,3523,1569,1671,653,1214,491,337,0,7860,2961,6698,1302,1772,1081,2152,3233,1753,1892,617,1118,372,348,0,7572,90.61971,50,32
BOS,1997,N,3012,6934,1425,1964,1196,2044,3240,1816,2203,987,1330,366,415,0,7864,2864,5981,2052,2756,1015,2446,3461,1826,1719,696,1688,406,299,0,8079,95.48473,36,46
CHA,1997,N,2968,6344,1641,2186,985,2341,3326,1941,1757,691,1247,312,346,0,7923,2977,6417,1436,1964,965,2259,3224,1806,1902,582,1240,372,369,0,7759,91.40638,51,31
CHI,1997,N,3064,6801,1492,2009,1243,2438,3681,1952,1691,696,1178,353,311,0,7931,2797,6483,1425,1956,1016,2239,3255,1595,1774,657,1268,356,329,0,7348,91.95999,62,20
CLE,1997,N,2817,6207,1653,2187,955,2331,3286,1894,1939,814,1418,419,298,0,7585,2689,6214,1642,2175,948,2229,3177,1790,1904,707,1444,455,341,0,7361,92.46574,47,35
DAL,1997,N,2882,6754,1308,1738,1007,2281,3288,1535,1643,646,1182,466,422,0,7494,3138,6819,1333,1868,1223,2644,3867,1882,1608,658,1240,374,386,0,7995,92.78219,20,62
DEN,1997,N,2677,6412,1658,2147,1040,2157,3197,1547,1937,664,1311,393,288,0,7300,3015,6370,1817,2410,1095,2401,3496,1983,1782,662,1243,535,419,0,8266,91.90245,11,71
DET,1997,N,2862,6373,1704,2288,1044,2338,3382,1597,1805,678,1198,344,293,0,7721,2840,6377,1549,2077,991,2334,3325,1753,1874,648,1263,382,363,0,7592,91.24078,37,45
GSW,1997,N,2845,6884,1358,1912,1288,2473,3761,1708,1859,621,1369,448,189,0,7237,2992,6742,1667,2286,1134,2535,3669,2011,1638,757,1154,478,334,0,7985,94.12681,19,63
HOU,1997,N,2946,6513,1634,2120,987,2350,3337,1799,1653,686,1298,294,573,0,8099,3173,6769,1406,1891,1041,2326,3367,1914,1747,732,1170,365,409,0,8161,93.5993,41,41
IND,1997,N,2921,6223,1631,2136,874,2348,3222,1889,1859,645,1168,368,401,0,7874,2788,6451,1525,2096,1114,2254,3368,1591,1847,644,1237,366,274,0,7375,90.37337,58,24
LAC,1997,N,2930,6690,1480,2047,1040,2276,3316,1533,1827,625,1323,456,525,0,7865,3236,6832,1663,2267,1169,2469,3638,1826,1747,726,1158,412,334,0,8469,94.84022,17,65
LAL,1997,N,3146,6536,1863,2743,1079,2471,3550,2009,1859,734,1256,556,497,0,8652,2984,6800,1669,2281,1123,2339,3462,1841,2151,660,1281,423,380,0,8017,95.98492,61,21
MIA,1997,N,2850,6327,1539,2082,1028,2419,3447,1758,1982,665,1226,429,548,0,7787,2723,6355,1632,2195,1058,2232,3290,1630,1851,637,1214,370,305,0,7383,90.16063,55,27
MIL,1997,N,2918,6399,1663,2167,1035,2236,3271,1649,1915,733,1383,357,249,0,7748,2911,6319,1779,2393,1001,2260,3261,1746,1808,765,1348,398,304,0,7905,93.19171,36,46
MIN,1997,N,3157,6844,1673,2253,1063,2429,3492,2068,1882,639,1138,427,303,0,8290,3076,6860,1648,2220,1116,2411,3527,1909,1863,609,1228,412,432,0,8232,95.84929,45,37
NJN,1997,N,3055,6928,1750,2351,1344,2137,3481,1685,1917,777,1180,314,310,0,8170,3016,6406,1653,2211,1079,2316,3395,1771,2023,616,1482,515,356,0,8041,94.16404,43,39
NYK,1997,N,2864,6413,1399,1812,978,2434,3412,1787,1947,634,1247,278,382,0,7509,2624,6131,1728,2304,854,2341,3195,1585,1705,653,1234,313,331,0,7307,90.68137,43,39
ORL,1997,N,2771,6455,1552,2138,1178,2203,3381,1694,1617,649,1258,441,293,0,7387,2930,6460,1302,1769,1089,2268,3357,1740,1866,747,1259,388,313,0,7475,89.95635,41,41
PHI,1997,N,2837,6409,1734,2352,1125,2294,3419,1729,1878,729,1354,490,243,0,7651,2906,6440,1651,2262,1115,2341,3456,1927,1904,766,1318,508,384,0,7847,92.53754,31,51
PHO,1997,N,3138,6710,1459,1948,991,2452,3443,2124,1765,756,1236,429,431,0,8166,2923,6618,1501,2051,1051,2343,3394,1803,1769,720,1363,323,394,0,7741,94.55254,56,26
POR,1997,N,2885,6397,1640,2226,1086,2522,3608,1766,1859,585,1383,464,324,0,7734,2810,6520,1626,2253,1011,2201,3212,1764,1823,770,1160,445,373,0,7619,92.67413,46,36
SAC,1997,N,2957,6684,1440,2096,1094,2304,3398,1836,1810,596,1271,420,283,0,7637,3095,6776,1560,2102,1157,2533,3690,1824,1775,694,1256,466,345,0,8095,94.18121,27,55
SAS,1997,N,2898,6187,1489,2164,984,2638,3622,1839,1731,516,1318,568,302,0,7587,2737,6656,1448,1956,1017,2236,3253,1556,1845,730,1045,378,338,0,7260,90.76453,56,26
SEA,1997,N,3052,6458,1521,2109,931,2225,3156,1986,1812,804,1145,376,621,0,8246,2896,6491,1449,2001,1141,2314,3455,1825,1824,640,1394,403,417,0,7658,92.01318,61,21
TOR,1997,N,2965,6813,1479,2060,1187,2149,3336,1746,1851,769,1371,663,372,0,7781,3271,6826,1603,2289,1270,2506,3776,2219,1748,737,1370,514,396,0,8541,95.71294,16,66
UTA,1997,N,2993,6113,2044,2644,962,2405,3367,2070,1961,648,1260,412,249,0,8279,2806,6390,1730,2284,984,2012,2996,1690,2133,645,1157,423,401,0,7743,91.5171,62,20
VAN,1997,N,3006,6567,1586,2145,1081,2313,3394,1960,1809,614,1405,349,325,0,7923,3230,6797,1634,2233,1144,2358,3502,2101,1832,836,1163,538,428,0,8522,94.4846,19,63
WAS,1997,N,3080,6811,1489,2156,1121,2341,3462,1900,1839,689,1156,379,320,0,7969,2975,6540,1623,2172,1029,2468,3497,1725,1924,632,1328,372,348,0,7921,94.21867,42,40
ATL,1998,N,1539,3760,1040,1422,676,1499,2175,782,987,346,745,260,197,0,4315,1598,3873,784,1076,581,1369,1950,895,1202,379,675,243,190,0,4170,88.16689,31,19
BOS,1998,N,1816,4164,745,1077,680,1458,2138,1073,1193,453,807,255,273,0,4650,1725,3896,1118,1506,642,1544,2186,1018,1001,461,841,253,175,0,4743,94.38556,19,31
CHA,1998,N,1671,3718,1034,1384,480,1493,1973,1110,1101,443,796,247,268,0,4644,1739,4003,959,1306,655,1491,2146,1092,1151,443,762,232,212,0,4649,92.45355,26,24
CHI,1998,N,1539,3837,840,1185,573,1394,1967,1017,1112,436,774,169,177,0,4095,1723,3786,914,1247,551,1568,2119,1099,1074,444,782,285,208,0,4568,90.44621,13,37
CLE,1998,N,1562,3561,1016,1356,472,1316,1788,1093,1208,452,785,203,182,0,4322,1597,3664,978,1316,591,1405,1996,1056,1198,392,821,282,236,0,4408,88.6482,22,28
DAL,1998,N,1749,4033,881,1210,645,1478,2123,921,1065,352,692,292,202,0,4581,1815,4037,855,1193,660,1519,2179,1073,1042,361,699,244,216,0,4701,91.32082,19,31
DEN,1998,N,1681,3989,1010,1325,647,1392,2039,969,1144,376,739,275,302,0,4674,1885,4017,997,1339,620,1502,2122,1175,1103,396,701,274,237,0,5004,92.68707,14,36
DET,1998,N,1660,3716,950,1283,605,1412,2017,1009,1139,444,790,208,248,0,4518,1585,3639,941,1317,548,1377,1925,1043,1113,424,770,225,236,0,4347,88.27472,29,21
GSW,1998,N,1730,4173,794,1175,816,1559,2375,1037,1270,414,768,221,162,0,4416,1617,3848,1114,1531,656,1503,2159,1023,1027,400,735,304,193,0,4541,91.61144,21,29
HOU,1998,N,1755,3798,865,1187,536,1539,2075,1058,960,386,812,260,336,0,4711,1793,4136,779,1062,664,1391,2055,1034,1030,441,653,245,230,0,4595,91.07541,31,19
IND,1998,N,1731,3866,977,1228,574,1452,2026,1005,1082,316,649,223,294,0,4733,1706,3935,928,1227,626,1426,2052,955,1127,357,652,238,206,0,4546,89.03001,33,17
LAC,1998,N,1711,4007,883,1225,665,1293,1958,820,1223,424,796,236,214,0,4519,1830,3858,1078,1445,640,1506,2146,1101,1042,419,782,289,222,0,4960,92.30685,9,41
LAL,1998,N,1841,3935,1027,1503,619,1482,2101,1095,1231,389,754,287,241,0,4950,1759,3992,1064,1501,628,1403,2031,1062,1271,408,716,196,217,0,4799,93.88244,31,19
MIA,1998,N,1616,3565,928,1262,503,1512,2015,1019,1035,327,744,304,289,0,4449,1565,3805,860,1167,619,1342,1961,853,1102,387,677,188,211,0,4201,86.60715,33,17
MIL,1998,N,1753,3818,847,1155,570,1369,1939,1030,1142,442,719,202,231,0,4584,1600,3746,1029,1369,657,1398,2055,1018,1020,399,830,194,272,0,4501,89.17234,28,22
MIN,1998,N,1838,4327,849,1143,754,1392,2146,1218,1185,426,641,272,122,0,4647,1680,3823,1055,1470,591,1563,2154,1114,1017,363,836,262,213,0,4628,93.48557,25,25
NJN,1998,N,1691,4160,962,1251,715,1437,2152,923,1134,491,750,273,225,0,4569,1796,3968,943,1298,624,1581,2205,968,1084,395,813,326,223,0,4758,93.90028,16,34
NYK,1998,N,1610,3704,892,1218,551,1510,2061,963,1140,395,804,262,208,0,4320,1528,3790,979,1335,616,1426,2042,923,1035,425,766,215,234,0,4269,89.40784,27,23
ORL,1998,N,1687,3943,876,1252,688,1445,2133,1067,935,496,819,213,223,0,4473,1708,3856,697,986,595,1424,2019,1039,1111,468,863,239,230,0,4343,91.01752,33,17
PHI,1998,N,1656,3883,1073,1486,729,1428,2157,934,1152,542,822,271,98,0,4483,1599,3784,941,1288,619,1402,2021,999,1185,435,896,263,241,0,4380,91.75932,28,22
PHO,1998,N,1797,4004,924,1215,598,1418,2016,1249,1022,444,681,200,261,0,4779,1772,3936,850,1224,614,1506,2120,1064,1065,410,812,205,272,0,4666,92.1221,27,23
POR,1998,N,1747,3956,1002,1349,646,1570,2216,1073,1126,411,771,290,246,0,4742,1644,3939,916,1263,616,1388,2004,962,1142,411,785,244,220,0,4424,92.55941,35,15
SAC,1998,N,1918,4307,883,1293,706,1573,2279,1129,1016,444,842,232,290,0,5009,2009,4500,793,1113,750,1598,2348,1165,1102,490,790,221,219,0,5030,99.53099,27,23
SAS,1998,N,1740,3812,988,1415,614,1584,2198,1101,1010,421,759,351,172,0,4640,1631,4061,805,1148,696,1406,2102,941,1148,437,730,243,170,0,4237,90.98779,37,13
SEA,1998,N,1756,3976,922,1354,676,1422,2098,1087,1047,393,765,201,309,0,4743,1838,4026,857,1187,652,1446,2098,1111,1165,399,746,224,264,0,4797,92.21011,25,25
